SSIM,PSNR_dB,cosine_sim_VGGFace2,cosine_sim_CASIA,cosine_sim_Ensemble,L2_dist_VGGFace2,L2_dist_CASIA,L2_dist_Ensemble,perturbation_Linf_hq,perturbation_Linf_160,perturbation_L2_hq,perturbation_L2_160,perturbation_mean,budget_usage_pct,stage1_initial_sim,stage1_final_sim,stage1_total_shift,stage2_shift_initial,stage2_shift_final,stage2_ortho_initial,stage2_ortho_final,best_snapshot,attack_resolution,quality_mode,attack_time_sec,detection_time_sec,total_time_sec,eps,alpha1,alpha2,N,M,K,lam1,lam2,lam3,lam4,target_cosine,target_ssim,target_psnr,PASS_cosine,PASS_ssim,PASS_psnr
0.9351063,35.760418164285014,-0.5644490718841553,-0.650711715221405,-0.6075803637504578,1.7688692808151245,1.8169820308685303,1.7930870056152344,0.050000011920928955,0.050000131130218506,20.945186614990234,9.030040740966797,0.03322616219520569,100.00002384185791,0.9999310374259949,-0.6021835803985596,1.6021146178245544,-0.0077173784375190735,-0.10199325531721115,0.09155484288930893,0.23213134706020355,stage1_end,320,quality,6.141585111618042,0.33531951904296875,6.720634937286377,0.05,0.005,0.005,40,20,10,4.0,0.001,8.0,0.001,-0.1,0.9,30.0,True,True,True
